Top pages,Clicks,Impressions,CTR,Position
https://www.conditionhealthy.com/trials/arthritis/st.-petersburg-fl,1,2,50%,16.5
https://www.conditionhealthy.com/trials/eczema/scottsdale-az,0,12,0%,23.25
https://www.conditionhealthy.com/trials/migraine,0,12,0%,46.83
https://www.conditionhealthy.com/trials/psoriasis/boise-city-id,0,11,0%,34.64
https://www.conditionhealthy.com/trials/psoriasis/los-angeles-ca,0,11,0%,42.55
https://www.conditionhealthy.com/trials/eczema,0,9,0%,24.78
https://www.conditionhealthy.com/trials/arthritis/columbus-oh,0,6,0%,37.67
https://www.conditionhealthy.com/trials/migraine/chandler-az,0,5,0%,5.4
https://www.conditionhealthy.com/trials/arthritis/atlanta-ga,0,5,0%,10.6
https://www.conditionhealthy.com/trials/psoriasis/garland-tx,0,5,0%,29.8
https://www.conditionhealthy.com/trials/migraine/kansas-city-mo,0,4,0%,5.25
https://www.conditionhealthy.com/trials/arthritis/omaha-ne,0,4,0%,7
https://www.conditionhealthy.com/trials/migraine/corpus-christi-tx,0,4,0%,7.75
https://www.conditionhealthy.com/trials/arthritis/raleigh-nc,0,4,0%,11.75
https://www.conditionhealthy.com/trials/psoriasis/new-york-ny,0,4,0%,22.25
https://www.conditionhealthy.com/trials/migraine/tampa-fl,0,3,0%,10
https://www.conditionhealthy.com/trials/diabetes/orlando-fl,0,3,0%,16.33
https://www.conditionhealthy.com/,0,2,0%,1
https://www.conditionhealthy.com/trials,0,2,0%,2
https://www.conditionhealthy.com/trials/psoriasis/indianapolis-in,0,2,0%,7
https://www.conditionhealthy.com/trials/psoriasis/chicago-il,0,2,0%,11
https://www.conditionhealthy.com/trials/psoriasis/omaha-ne,0,2,0%,21
https://www.conditionhealthy.com/trials/migraine/scottsdale-az,0,1,0%,4
https://www.conditionhealthy.com/trials/psoriasis/memphis-tn,0,1,0%,5
https://www.conditionhealthy.com/trials/eczema/chandler-az,0,1,0%,7
https://www.conditionhealthy.com/trials/psoriasis/santa-ana-ca,0,1,0%,8
https://www.conditionhealthy.com/trials/diabetes/austin-tx,0,1,0%,9
https://www.conditionhealthy.com/trials/diabetes/bakersfield-ca,0,1,0%,9
https://www.conditionhealthy.com/trials/psoriasis/durham-nc,0,1,0%,10
https://www.conditionhealthy.com/trials/psoriasis/dallas-tx,0,1,0%,11
https://www.conditionhealthy.com/trials/diabetes/houston-tx,0,1,0%,19
https://www.conditionhealthy.com/trials/arthritis/greensboro-nc,0,1,0%,51